Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
1200,PORTE,Piemonte,TO, <5.000 ab.,Comune di PEROSA ARGENTINA,SUAP Associato,I1G,I1G,"7,2679851","44,88756523"
1201,PRAGELATO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"6,94229337","45,0162756"
1202,PRALI,Piemonte,TO, <5.000 ab.,Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,04904363","44,89040764"
1203,PRALORMO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,90066311","44,86135787"
1204,PRAMOLLO,Piemonte,TO, <5.000 ab.,SUAP Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,21169848","44,90458825"
1205,PRAROSTINO,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,2697214","44,86584045"
1206,PRASCORSANO,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,61570863","45,36765655"
1207,PRATIGLIONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"7,59609066","45,35364806"
1208,QUAGLIUZZO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,78183655","45,42649496"
1209,QUASSOLO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,83247599","45,52493469"
1210,QUINCINETTO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,80576899","45,56081088"
1211,REANO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,42955396","45,05170702"
1212,RIBORDONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,50241918","45,43160898"
1213,RIVALBA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,8870447","45,11880638"
1214,RIVALTA DI TORINO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,52329257","45,03454517"
1215,RIVA PRESSO CHIERI,Piemonte,TO, <5.000 ab.,Riva Presso Chieri,SUAP Associato,Autonoma,Autonoma,"7,86919927","44,98628102"
1216,RIVARA,Piemonte,TO, <5.000 ab.,Rivarolo Canavese,SUAP Associato,Autonoma,Autonoma,"7,62506151","45,33231529"
1217,RIVAROLO CANAVESE,Piemonte,TO, <5.000 ab.,Rivarolo Canavese,SUAP Associato,Autonoma,Autonoma,"7,7252213","45,33279488"
1218,RIVAROSSA,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,71719961","45,25127899"
1219,RIVOLI,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,53394487","45,07062854"
1220,ROBASSOMERO,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,57015928","45,20008262"
1221,ROCCA CANAVESE,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,57853704","45,30940721"
1222,ROLETTO,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,33066832","44,92524919"
1223,ROMANO CANAVESE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,86790447","45,39134325"
1224,RONCO CANAVESE,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,54567243","45,4994291"
1225,RONDISSONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,96581632","45,24678796"
1226,RORÈ,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,19849234","44,79230499"
1227,ROURE,Piemonte,TO, <5.000 ab.,Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,12908516","45,00108393"
1228,ROSTA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"7,4639672","45,07142005"
1229,RUBIANA,Piemonte,TO, <5.000 ab.,Viù,SUAP Associato,Autonoma,Autonoma,"7,38239842","45,13920427"
1230,RUEGLIO,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,75582201","45,46784892"
1231,SALASSA,Piemonte,TO, <5.000 ab.,Rivarolo Canavese,SUAP Associato,Autonoma,Autonoma,"7,68939186","45,35955646"
1232,SALBERTRAND,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"6,88368812","45,07237164"
1233,SALERANO CANAVESE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,84990248","45,45644258"
1234,SALZA DI PINEROLO,Piemonte,TO, <5.000 ab.,Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,05324489","44,94054394"
1235,SAMONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,84564332","45,44928553"
1236,SAN BENIGNO CANAVESE,Piemonte,TO, <5.000 ab.,SUAP UNIONE DEI COMUNI NORD EST TORINO,SUAP Associato,I1G,I1G,"7,78265511","45,22396157"
1237,SAN CARLO CANAVESE,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,61016157","45,24815307"
1238,SAN COLOMBANO BELMONTE,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,61845112","45,38143971"
1239,SAN DIDERO,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,21515502","45,13516257"
1240,SAN FRANCESCO AL CAMPO,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,65566462","45,22553762"
1241,SANGANO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,45053852","45,0262359"
1242,SAN GERMANO CHISONE,Piemonte,TO, <5.000 ab.,Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,24085653","44,89871585"
1243,SAN GILLIO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,53383254","45,14205994"
1244,SAN GIORGIO CANAVESE,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,79425943","45,33544394"
1245,SAN GIORIO DI SUSA,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,17753154","45,12841513"
1246,SAN GIUSTO CANAVESE,Piemonte,TO, <5.000 ab.,Castellamonte,SUAP Associato,Autonoma,Autonoma,"7,80833346","45,31221415"
1247,SAN MARTINO CANAVESE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,81836251","45,39459427"
1248,SAN MAURIZIO CANAVESE,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,63075305","45,21911823"
1249,SAN MAURO TORINESE,Piemonte,TO, <5.000 ab.,SUAP UNIONE DEI COMUNI NORD EST TORINO,SUAP Associato,I1G,I1G,"7,76632833","45,10309541"
1250,SAN PIETRO VAL LEMINA,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,31355518","44,90732828"
1251,SAN PONSO,Piemonte,TO, <5.000 ab.,Rivarolo Canavese,SUAP Associato,Autonoma,Autonoma,"7,66751665","45,35081649"
1252,SAN RAFFAELE CIMENA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,84869672","45,147225"
1253,SAN SEBASTIANO DA PO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,9534693","45,16644198"
1254,SAN SECONDO DI PINEROLO,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,29864772","44,86656606"
1255,SANT'AMBROGIO DI TORINO,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,35931306","45,09968774"
1256,SANT'ANTONINO DI SUSA,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,27350974","45,10708303"
1257,SANTENA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,77316006","44,94968716"
1258,SAUZE DI CESANA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"6,86049707","44,94044645"
1259,SAUZE D'OULX,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"6,85824935","45,02808681"
1260,SCALENGHE,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,49796536","44,88830917"
1261,SCARMAGNO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,8407106","45,38582635"
1262,SCIOLZE,Piemonte,TO, <5.000 ab.,Chieri,SUAP Associato,Autonoma,Autonoma,"7,87766236","45,09503651"
1263,SESTRIERE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"6,87655108","44,95764886"
1264,SETTIMO ROTTARO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,99223087","45,40489983"
1265,SETTIMO TORINESE,Piemonte,TO, <5.000 ab.,SUAP UNIONE DEI COMUNI NORD EST TORINO,SUAP Associato,I1G,I1G,"7,77124007","45,13698893"
1266,SETTIMO VITTONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"7,831721","45,54810664"
1267,SPARONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,54421421","45,41330062"
1268,STRAMBINELLO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,76866207","45,42324307"
1269,STRAMBINO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"7,88062828","45,38458718"
1270,SUSA,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,04641962","45,13525075"
1271,TAVAGNASCO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,82261044","45,54322012"
1272,TORINO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,68068748","45,0732745"
1273,TORRAZZA PIEMONTE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"7,9749012","45,21520992"
1274,TORRE CANAVESE,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,76053919","45,39182464"
1275,TORRE PELLICE,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,22397861","44,82074148"
1276,TRANA,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,41730319","45,03709504"
1278,TRAVERSELLA,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,75041006","45,5094096"
1279,TRAVES,Piemonte,TO, <5.000 ab.,Viù,SUAP Associato,Autonoma,Autonoma,"7,42974781","45,27057879"
1280,TROFARELLO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,7403033","44,98596444"
1281,USSEAUX,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,02687343","45,04849799"
1282,USSEGLIO,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,21722031","45,23272497"
1283,VAIE,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,28663072","45,10189314"
1284,VAL DELLA TORRE,Piemonte,TO, <5.000 ab.,"Unione Montana Valli di Lanzo, Ceronda e Casternone",SUAP Associato,Autonoma,Autonoma,"7,44941143","45,15556488"
1285,VALGIOIE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,33963962","45,07600826"
1286,VALLO TORINESE,Piemonte,TO, <5.000 ab.,"Unione Montana Valli di Lanzo, Ceronda e Casternone",SUAP Associato,Autonoma,Autonoma,"7,49928924","45,22350106"
1287,VALPERGA,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,6567871","45,37027102"
1288,VALPRATO SOANA,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,5489665","45,5223738"
1289,VARISELLA,Piemonte,TO, <5.000 ab.,"Unione Montana Valli di Lanzo, Ceronda e Casternone",SUAP Associato,Autonoma,Autonoma,"7,48902531","45,20984085"
1290,VAUDA CANAVESE,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,6182079","45,27924268"
1291,VENAUS,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,01194778","45,15470177"
1292,VENARIA REALE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,63149732","45,1325374"
1293,VEROLENGO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,96715786","45,18904937"
1294,VERRUA SAVOIA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,09314758","45,15655009"
1295,VESTIGNE',Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,95387863","45,38670164"
1296,VIALFRÈ,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,81817187","45,38083894"
1298,VIDRACCO,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,75901516","45,43045472"
1299,VIGONE,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,49452417","44,84235593"
1300,VILLAFRANCA PIEMONTE,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,50450846","44,78128218"
1301,VILLANOVA CANAVESE,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,55354045","45,24293558"
1302,VILLARBASSE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,46800102","45,04487159"
1303,VILLAR DORA,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,38382219","45,11783797"
1304,VILLAREGGIA,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,97850007","45,31101176"
1305,VILLAR FOCCHIARDO,Piemonte,TO, <5.000 ab.,Unione Montana Valle Susa,SUAP Associato,Autonoma,Autonoma,"7,22668959","45,10971506"
1306,VILLAR PELLICE,Piemonte,TO, <5.000 ab.,Unione Montana del Pinerolese,SUAP Associato,Autonoma,Autonoma,"7,15827939","44,80859193"
1307,VILLAR PEROSA,Piemonte,TO, <5.000 ab.,SUAP Unione Montana dei Comuni Valli Chisone e Germanasca,SUAP Associato,I1G,I1G,"7,24926893","44,92019309"
1308,VILLASTELLONE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,7453532","44,92155495"
1309,VINOVO,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,63424154","44,94878443"
1310,VIRLE PIEMONTE,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,56889069","44,86594197"
1311,VISCHE,Piemonte,TO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,95138039","45,33156931"
1312,VISTRORIO,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,76941978","45,44109707"
1313,VIÙ,Piemonte,TO, <5.000 ab.,Viù,SUAP Associato,Autonoma,Autonoma,"7,37646792","45,23894208"
1314,VOLPIANO,Piemonte,TO, <5.000 ab.,Comune di SETTIMO TORINESE,SUAP Associato,I1G,I1G,"7,77555033","45,20189898"
1315,VOLVERA,Piemonte,TO, <5.000 ab.,Pinerolo,SUAP Associato,Autonoma,Autonoma,"7,51230483","44,95502486"
1316,MAPPANO,Piemonte,TO, <5.000 ab.,Ciriè,SUAP Associato,Autonoma,Autonoma,"7,707","45,1475"
1317,VAL DI CHY,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,7803","45,4616"
1318,VALCHIUSA,Piemonte,TO, <5.000 ab.,Cuorgnè,SUAP Associato,Autonoma,Autonoma,"7,7775","45,4955"
2002,ALAGNA VALSESIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,938","45,8519"
2003,ALBANO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,38058282","45,42511503"
2004,ALICE CASTELLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,07469466","45,36652862"
2006,ARBORIO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,38898545","45,49608576"
2007,ASIGLIANO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,40619426","45,26117617"
2008,BALMUCCIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,13825637","45,81834722"
2009,BALOCCO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,28103358","45,45553463"
2011,BIANZE',Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,12006412","45,30737818"
2014,BOCCIOLETO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,11329092","45,82998665"
2015,BORGO D'ALE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,05372704","45,34991763"
2016,BORGOSESIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,27641052","45,71672956"
2017,BORGO VERCELLI,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,4663705","45,35715818"
2021,BURONZO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,26833442","45,48211892"
2025,CAMPERTOGNO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,03216717","45,79867325"
2029,CARCOFORO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,04890161","45,90888987"
2030,CARESANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,50648564","45,22108416"
2031,CARESANABLOT,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,38877273","45,35735225"
2032,CARISIO,Piemonte,VC, <5.000 ab.,Comunità Collinare tra Baraggia e Bramaterra,SUAP Associato,Autonoma,Autonoma,"8,19858607","45,408461"
2033,CASANOVA ELVO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,2933069","45,39952964"
2035,SAN GIACOMO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,32534514","45,49741181"
2041,CERVATTO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,16235419","45,88308084"
2042,CIGLIANO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,021489","45,309557"
2043,CIVIASCO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,29278728","45,80668518"
2045,COLLOBIANO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,34853582","45,39712515"
2047,COSTANZANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,3700654","45,23619745"
2048,CRAVAGLIANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,20112963","45,84734738"
2049,CRESCENTINO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,10258275","45,19232707"
2052,CROVA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,21192995","45,33003762"
2054,DESANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,35745053","45,26873384"
2057,FOBELLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,15891887","45,88955756"
2058,FONTANETTO PO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,19171653","45,19339547"
2059,FORMIGLIANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,2929106","45,42877725"
2061,GATTINARA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,37128081","45,61734452"
2062,GHISLARENGO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,38432306","45,52931694"
2065,GREGGIO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,38247553","45,45180309"
2066,GUARDABOSONE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,25032253","45,7009391"
2067,LAMPORO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,0975502","45,23008153"
2068,LENTA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,38444808","45,55556369"
2070,LIGNANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,34604641","45,2852959"
2071,LIVORNO FERRARIS,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,08199764","45,28165932"
2072,LOZZOLO,Piemonte,VC, <5.000 ab.,Unione Montana dei Comuni del Biellese Orientale,SUAP Associato,Autonoma,Autonoma,"8,3220795","45,62258776"
2078,MOLLIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,03096665","45,81528283"
2079,MONCRIVELLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"7,99586116","45,33122991"
2082,MOTTA DE' CONTI,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,52077102","45,19150237"
2088,OLCENENGO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,31138984","45,3635942"
2089,OLDENICO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,3827208","45,40235336"
2090,PALAZZOLO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,23282434","45,18450002"
2091,PERTENGO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,41762904","45,23562007"
2093,PEZZANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,48420194","45,26206373"
2096,PILA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,08081524","45,77024834"
2097,PIODE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,05308685","45,76976604"
2102,POSTUA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,23149631","45,71418815"
2104,PRAROLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,47934379","45,28222769"
2107,QUARONA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,26542166","45,75985229"
2108,QUINTO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,36218487","45,38047939"
2110,RASSA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,0141935","45,7686266"
2113,RIMELLA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,18259236","45,90794146"
2115,RIVE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,4183193","45,21256687"
2116,ROASIO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,28892846","45,60862395"
2118,RONSECCO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,27777195","45,25350322"
2121,ROSSA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,12564508","45,83354703"
2122,ROVASENDA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,31361503","45,53679031"
2126,SALASCO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,26378089","45,32528875"
2127,SALI VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,32968249","45,30933121"
2128,SALUGGIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,01113811","45,23583395"
2131,SAN GERMANO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,25094964","45,350183"
2133,SANTHIa',Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,17435014","45,366922"
2134,SCOPA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,11316044","45,79171337"
2135,SCOPELLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,09484168","45,77367325"
2137,SERRAVALLE SESIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,31147526","45,68614932"
2142,STROPPIANA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,45347729","45,2313955"
2147,TRICERRO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,32514946","45,23379809"
2148,TRINO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,29690047","45,19420619"
2150,TRONZANO VERCELLESE,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,17469273","45,3427904"
2152,VALDUGGIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,32785665","45,72638859"
2156,VARALLO,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,2601","45,8148"
2158,VERCELLI,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,42323431","45,32398135"
2163,VILLARBOIT,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,33686901","45,43665326"
2164,VILLATA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,43260279","45,38561063"
2166,VOCCA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,18753037","45,83098292"
2170,ALTO SERMENZA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,0639","45,86"
2171,CELLIO CON BREIA,Piemonte,VC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,3127","45,757"
3001,AGRATE CONTURBIA,Piemonte,NO, <5.000 ab.,Oleggio,SUAP Associato,Autonoma,Autonoma,"8,55992667","45,67598127"
3002,AMENO,Piemonte,NO, <5.000 ab.,Comune di BORGOMANERO,SUAP Associato,I1G,I1G,"8,43942761","45,78878319"
3006,ARMENO,Piemonte,NO, <5.000 ab.,Comune di BORGOMANERO,SUAP Associato,I1G,I1G,"8,43917903","45,82196603"
