Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
25054,SELVA DI CADORE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03441589","46,45152121"
25055,SEREN DEL GRAPPA,Veneto,BL, <5.000 ab.,Unione Montana Feltrina,SUAP Associato,I1G,I1G,"11,84358065","45,98878641"
25056,SOSPIROLO,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,07315918","46,14199626"
25057,SOVERZENE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,30371082","46,20376509"
25058,SOVRAMONTE,Veneto,BL, <5.000 ab.,Unione Montana Feltrina,SUAP Associato,I1G,I1G,"11,78655496","46,05658939"
25059,TAIBON AGORDINO,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,01330881","46,29879566"
25060,TAMBRE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,42311882","46,1293412"
25062,VALLADA AGORDINA,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,9309195","46,36814758"
25063,VALLE DI CADORE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,32782408","46,41704431"
25065,VIGO DI CADORE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,4712231","46,49967004"
25066,VODO CADORE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,25031842","46,41810062"
25067,VOLTAGO AGORDINO,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,00492985","46,27198279"
25069,ZOPPE' DI CADORE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,17264345","46,38639193"
25075,SETTEVILLE,Veneto,BL, <5.000 ab.,U.M. FELTRINA,SUAP Associato,I1G,I1G,"11,9208","45,9405"
25071,LONGARONE,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,3","46,2666"
25072,ALPAGO,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,3525","46,1263"
25073,VAL DI ZOLDO,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,183","46,3487"
25074,BORGO VALBELLUNA,Veneto,BL, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,0898","46,0647"
26001,ALTIVOLE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,95579071","45,7539904"
26002,ARCADE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,21902869","45,78501021"
26003,ASOLO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,91236715","45,80217304"
26004,BORSO DEL GRAPPA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,79930684","45,82099181"
26005,BREDA DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,33099505","45,7240999"
26006,CAERANO DI SAN MARCO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,00115938","45,78526897"
26007,CAPPELLA MAGGIORE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,36259492","45,96900509"
26008,CARBONERA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,28902247","45,68157107"
26009,CASALE SUL SILE,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,32562804","45,59747105"
26010,CASIER,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,25497457","45,63422021"
26011,CASTELCUCCO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,88382755","45,83318302"
26012,CASTELFRANCO VENETO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,92639656","45,6713595"
26013,CASTELLO DI GODEGO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,88101881","45,6921393"
26014,CAVASO DEL TOMBA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,89521161","45,8603445"
26015,CESSALTO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,6137971","45,71275461"
26016,CHIARANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,58213662","45,72841045"
26017,CIMADOLMO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,36129567","45,78770133"
26018,CISON DI VALMARINO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,14322163","45,97001173"
26019,CODOGNÈ,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,42960265","45,87033061"
26020,COLLE UMBERTO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,34151373","45,94051353"
26021,CONEGLIANO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,29772652","45,88717298"
26022,CORDIGNANO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,41545245","45,94895396"
26023,CORNUDA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,00822039","45,83182956"
26025,CROCETTA DEL MONTELLO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03524524","45,82493568"
26026,FARRA DI SOLIGO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,12658368","45,9054339"
26027,FOLLINA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,11894993","45,95280564"
26028,FONTANELLE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,46824407","45,83092189"
26029,FONTE,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,86728087","45,78793779"
26030,FREGONA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,33941755","46,00746944"
26031,GAIARINE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,48167791","45,88046047"
26032,GIAVERA DEL MONTELLO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,16928942","45,79379271"
26033,GODEGA DI SANT'URBANO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,39779903","45,93172971"
26034,GORGO AL MONTICANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,55434462","45,78546694"
26035,ISTRANA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,10328328","45,67767069"
26036,LORIA,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,86653396","45,72835905"
26037,MANSUE',Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,53758696","45,82211552"
26038,MARENO DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,35218627","45,84085592"
26039,MASER,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,97199708","45,80745333"
26040,MASERADA SUL PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,31849257","45,74969489"
26041,MEDUNA DI LIVENZA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,61350058","45,8052467"
26042,MIANE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,09097425","45,94290515"
26043,MOGLIANO VENETO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,23645377","45,56158644"
26044,MONASTIER DI TREVISO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,43574158","45,64952077"
26045,MONFUMO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,92035358","45,83047344"
26046,MONTEBELLUNA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,04511131","45,77612579"
26047,MORGANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,08347971","45,6343557"
26048,MORIAGO DELLA BATTAGLIA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,10660135","45,86690701"
26049,MOTTA DI LIVENZA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,61025463","45,77664033"
26050,NERVESA DELLA BATTAGLIA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,20742259","45,82448857"
26051,ODERZO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,49312816","45,7808856"
26052,ORMELLE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,42014379","45,77874437"
26053,ORSAGO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,42359612","45,93087785"
26055,PAESE,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,1535354","45,67164128"
26056,PEDEROBBA,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,9858198","45,86083922"
26057,PIEVE DI SOLIGO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,17467924","45,90000744"
26058,PONTE DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,46395801","45,71601581"
26059,PONZANO VENETO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,20710968","45,71909082"
26060,PORTOBUFFOLÉ,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,53844639","45,85392083"
26061,POSSAGNO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,88144288","45,85468919"
26062,POVEGLIANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,20589471","45,75996116"
26063,PREGANZIOL,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,2350928","45,60142391"
26064,QUINTO DI TREVISO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,1660218","45,64599842"
26065,REFRONTOLO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,20793062","45,92513984"
26066,RESANA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,95553095","45,63431959"
26067,REVINE LAGO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,23174589","45,99209099"
26068,RIESE PIO X,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,91677129","45,72967365"
26069,RONCADE,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,37395321","45,63038435"
26070,SALGAREDA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,4946761","45,70342899"
26071,SAN BIAGIO DI CALLALTA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,37749251","45,68476004"
26072,SAN FIOR,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,35840806","45,92083905"
26073,SAN PIETRO DI FELETTO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,25162708","45,91304227"
26074,SAN POLO DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,3941508","45,79118761"
26075,SANTA LUCIA DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,28427107","45,84917801"
26076,SAN VENDEMIANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,33902208","45,89125168"
26077,SAN ZENONE DEGLI EZZELINI,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,8403389","45,77891765"
26078,SARMEDE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,38636097","45,97850128"
26079,SEGUSINO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,95407027","45,91669813"
26080,SERNAGLIA DELLA BATTAGLIA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,13182515","45,87276915"
26081,SILEA,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,29875466","45,65505223"
26082,SPRESIANO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,25929856","45,7794287"
26083,SUSEGANA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,25004471","45,85089827"
26084,TARZO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,23217934","45,97296664"
26085,TREVIGNANO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,08906536","45,74265934"
26086,TREVISO,Veneto,TV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,24507364","45,6675457"
26087,VALDOBBIADENE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,99523685","45,90129788"
26088,VAZZOLA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,37918712","45,83784071"
26089,VEDELAGO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,01832113","45,68707301"
26090,VIDOR,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,03882696","45,8634641"
26091,VILLORBA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,26036446","45,71286824"
26092,VITTORIO VENETO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,29614378","45,98992454"
26093,VOLPAGO DEL MONTELLO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,11866145","45,77745214"
26094,ZENSON DI PIAVE,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,4926002","45,67823917"
26095,ZERO BRANCO,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"12,16410528","45,59933512"
26096,PIEVE DEL GRAPPA,Veneto,TV, <5.000 ab.,Consorzio B.I.M. Piave di Treviso,SUAP Associato,Autonoma,Autonoma,"11,8347","45,8263"
27001,ANNONE VENETO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,6830159","45,79437439"
27002,CAMPAGNA LUPIA,Veneto,VE, <5.000 ab.,Comune di DOLO,SUAP Associato,I1G,I1G,"12,09812525","45,35344114"
27003,CAMPOLONGO MAGGIORE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,04809236","45,33141166"
27004,CAMPONOGARA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,07261888","45,38508648"
27005,CAORLE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,88762303","45,59802295"
27006,CAVARZERE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,08371372","45,13680407"
27007,CEGGIA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,63741526","45,6863088"
27008,CHIOGGIA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,27943819","45,22007077"
27009,CINTO CAOMAGGIORE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,78563953","45,82576393"
27010,CONA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03912026","45,19295736"
27011,CONCORDIA SAGITTARIA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,84598543","45,75582222"
27012,DOLO,Veneto,VE, <5.000 ab.,Comune di DOLO,SUAP Associato,I1G,I1G,"12,07432841","45,42595888"
27013,ERACLEA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,67353295","45,57551562"
27014,FIESSO D'ARTICO,Veneto,VE, <5.000 ab.,Comune di DOLO,SUAP Associato,I1G,I1G,"12,03080558","45,41657925"
27015,FOSSALTA DI PIAVE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,51122447","45,64583019"
27016,FOSSALTA DI PORTOGRUARO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,90745002","45,79292789"
27017,FOSSO',Veneto,VE, <5.000 ab.,Comune di DOLO,SUAP Associato,I1G,I1G,"12,04802305","45,38585799"
27018,GRUARO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,84002601","45,83072227"
27019,JESOLO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,63646208","45,53350167"
27020,MARCON,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,29936983","45,55446676"
27021,MARTELLAGO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,15989187","45,54613274"
27022,MEOLO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,45265571","45,61903318"
27023,MIRA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,12336744","45,43288104"
27024,MIRANO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,10916956","45,49292054"
27025,MUSILE DI PIAVE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,56333817","45,62231014"
27026,NOALE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,07041016","45,55055402"
27027,NOVENTA DI PIAVE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,52967597","45,66286319"
27028,PIANIGA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03004479","45,45560048"
27029,PORTOGRUARO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,83740983","45,77576572"
27030,PRAMAGGIORE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,7346179","45,81219066"
27031,QUARTO D'ALTINO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,3714279","45,58155434"
27032,SALZANO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,09771298","45,52127265"
27033,SAN DONA' DI PIAVE,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,56428253","45,62946343"
27034,SAN MICHELE AL TAGLIAMENTO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,99493968","45,76387362"
27035,SANTA MARIA DI SALA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03547005","45,50475249"
27036,SAN STINO DI LIVENZA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,67956354","45,73053829"
27037,SCORZE',Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,10886652","45,57204179"
27038,SPINEA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,16470092","45,49171461"
27039,STRA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,00488007","45,40990815"
27040,TEGLIO VENETO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,88432685","45,81601799"
27041,TORRE DI MOSTO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,71063722","45,69071804"
27042,VENEZIA,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,33845214","45,43490484"
27043,VIGONOVO,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,00774615","45,38543454"
27044,CAVALLINO TRE PORTI,Veneto,VE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,45371806","45,4534756"
28001,ABANO TERME,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78871302","45,35938697"
28002,AGNA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,95672802","45,16977788"
28003,ALBIGNASEGO,Veneto,PD, <5.000 ab.,Comune di ALBIGNASEGO,SUAP Associato,I1G,I1G,"11,86837713","45,34641419"
28004,ANGUILLARA VENETA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,8860307","45,13873545"
28005,ARQUA' PETRARCA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,71639502","45,27003806"
28006,ARRE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,93183887","45,21609585"
28007,ARZERGRANDE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,04649593","45,27341307"
28008,BAGNOLI DI SOPRA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,88137227","45,18515279"
28009,BAONE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,68844419","45,24424772"
28010,BARBONA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,66057999","45,10656219"
28011,BATTAGLIA TERME,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,77375044","45,28889131"
28012,BOARA PISANI,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78347605","45,10729174"
28013,BORGORICCO,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,96850373","45,53281751"
28014,BOVOLENTA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,94209027","45,26867717"
28015,BRUGINE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,99269059","45,29830159"
28016,CADONEGHE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,91006573","45,44779555"
28017,CAMPODARSEGO,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,90728136","45,50230715"
28018,CAMPODORO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,7516502","45,49315894"
28019,CAMPOSAMPIERO,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,93198749","45,57184005"
28020,CAMPO SAN MARTINO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,81194645","45,54785594"
28021,CANDIANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,99122715","45,22040959"
28108,Santa Caterina d'Este,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,62129294","45,1956694"
28023,CARMIGNANO DI BRENTA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,7001609","45,62875727"
28026,CARTURA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,86261057","45,26813687"
28027,CASALE DI SCODOSIA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,46636731","45,18780161"
28028,CASALSERUGO,Veneto,PD, <5.000 ab.,Comune di ALBIGNASEGO,SUAP Associato,I1G,I1G,"11,91480701","45,31632022"
28029,CASTELBALDO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,45267984","45,12113955"
28030,CERVARESE SANTA CROCE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,69190168","45,40293414"
28031,CINTO EUGANEO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,66112122","45,2913041"
28032,CITTADELLA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78365405","45,64858355"
28033,CODEVIGO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,10331958","45,26795503"
28034,CONSELVE,Veneto,PD, <5.000 ab.,Comune di CONSELVE,SUAP Associato,I1G,I1G,"11,87569415","45,2322392"
28035,CORREZZOLA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,06709506","45,23529705"
28036,CURTAROLO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,83222499","45,52211798"
28037,ESTE,Veneto,PD, <5.000 ab.,Comune di ESTE,SUAP Associato,I1G,I1G,"11,65604994","45,22792066"
28038,FONTANIVA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,75286392","45,63638349"
28039,GALLIERA VENETA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,82944868","45,6628177"
28040,GALZIGNANO TERME,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,72825465","45,30857934"
28041,GAZZO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,7073364","45,5822821"
